360,72
6560,1336
6693,1368
327,72
253,46
2657,535
2878,575
242,46
113,20
618,120
618,120
117,20
258,54
3637,765
3740,783
254,54
305,58
4160,893
4190,899
226,58
374,70
5250,1145
5909,1295
300,70
205,42
2120,450
2275,483
209,42
376,80
7886,1597
8270,1680
375,80
282,62
4684,977
4891,1023
326,62
131,32
1371,288
1371,288
151,32
